,team,year,player,page,pos,height,weight,birth_date,years_experience
11,SAC,2022,Damian Jones,/players/j/jonesda03.html,C,6-11,245,"June 30, 1995",5
12,SAC,2022,Louis King,/players/k/kinglo02.html,SF,6-7,205,"April 6, 1999",2
13,SAC,2022,Jeremy Lamb,/players/l/lambje01.html,SG,6-5,180,"May 30, 1992",9
14,SAC,2022,Alex Len,/players/l/lenal01.html,C,7-0,250,"June 16, 1993",8
15,SAC,2022,Trey Lyles,/players/l/lylestr01.html,PF,6-9,234,"November 5, 1995",6
16,SAC,2022,Chimezie Metu,/players/m/metuch01.html,C,6-9,225,"March 22, 1997",3
17,SAC,2022,Davion Mitchell,/players/m/mitchda01.html,PG,6-2,205,"September 5, 1998",R
18,SAC,2022,Emmanuel Mudiay,/players/m/mudiaem01.html,PG,6-3,200,"March 5, 1996",5
19,SAC,2022,Ade Murkey,/players/m/murkead01.html,SG,6-5,200,"January 29, 1998",R
20,SAC,2022,Neemias Queta,/players/q/quetane01.html,C,7-0,245,"July 13, 1999",R
21,SAC,2022,Jahmi'us Ramsey,/players/r/ramseja01.html,SG,6-3,190,"June 9, 2001",1
22,SAC,2022,Justin Robinson,/players/r/robinju01.html,PG,6-1,195,"October 12, 1997",2
23,SAC,2022,Domantas Sabonis,/players/s/sabondo01.html,PF,6-11,240,"May 3, 1996",5
24,SAC,2022,Tristan Thompson,/players/t/thomptr01.html,PF,6-9,254,"March 13, 1991",10
25,SAC,2022,Robert Woodard II,/players/w/woodaro01.html,SF,6-6,235,"September 22, 1999",1
0,SAS,2022,Keita Bates-Diop,/players/b/bateske01.html,SF,6-8,229,"January 23, 1996",3
1,SAS,2022,Devontae Cacok,/players/c/cacokde01.html,PF,6-7,240,"October 8, 1996",2
2,SAS,2022,Zach Collins,/players/c/colliza01.html,C,6-11,250,"November 19, 1997",3
3,SAS,2022,Drew Eubanks,/players/e/eubandr01.html,C,6-9,245,"February 1, 1997",3
4,SAS,2022,Bryn Forbes,/players/f/forbebr01.html,SG,6-2,205,"July 23, 1993",5
5,SAS,2022,Juancho Hernangómez,/players/h/hernaju01.html,PF,6-9,214,"September 28, 1995",5
6,SAS,2022,Keldon Johnson,/players/j/johnske04.html,SF,6-5,220,"October 11, 1999",2
7,SAS,2022,Tyler Johnson,/players/j/johnsty01.html,PG,6-3,186,"May 7, 1992",7
8,SAS,2022,Tre Jones,/players/j/jonestr01.html,PG,6-1,185,"January 8, 2000",1
9,SAS,2022,Anthony Lamb,/players/l/lamban01.html,SF,6-6,227,"January 20, 1998",1
10,SAS,2022,Jock Landale,/players/l/landajo01.html,C,6-11,256,"October 25, 1995",R
11,SAS,2022,Romeo Langford,/players/l/langfro01.html,SG,6-4,216,"October 25, 1999",2
12,SAS,2022,Doug McDermott,/players/m/mcderdo01.html,PF,6-7,225,"January 3, 1992",7
13,SAS,2022,Jaylen Morris,/players/m/morrija01.html,SG,6-5,185,"September 19, 1995",2
14,SAS,2022,Dejounte Murray,/players/m/murrade01.html,PG,6-4,180,"September 19, 1996",4
15,SAS,2022,Jakob Poeltl,/players/p/poeltja01.html,C,7-1,245,"October 15, 1995",5
16,SAS,2022,Joshua Primo,/players/p/primojo01.html,SF,6-6,190,"December 24, 2002",R
17,SAS,2022,Josh Richardson,/players/r/richajo01.html,SG,6-5,200,"September 15, 1993",6
18,SAS,2022,Tomáš Satoranský,/players/s/satorto01.html,SF,6-7,210,"October 30, 1991",5
19,SAS,2022,Devin Vassell,/players/v/vassede01.html,SF,6-5,200,"August 23, 2000",1
20,SAS,2022,Lonnie Walker IV,/players/w/walkelo01.html,SG,6-4,204,"December 14, 1998",3
21,SAS,2022,Derrick White,/players/w/whitede01.html,SG,6-4,190,"July 2, 1994",4
22,SAS,2022,Joe Wieskamp,/players/w/wieskjo01.html,SG,6-6,212,"August 23, 1999",R
23,SAS,2022,Thaddeus Young,/players/y/youngth01.html,PF,6-8,235,"June 21, 1988",14
0,TOR,2022,Precious Achiuwa,/players/a/achiupr01.html,C,6-8,225,"September 19, 1999",1
1,TOR,2022,OG Anunoby,/players/a/anunoog01.html,SF,6-7,232,"July 17, 1997",4
2,TOR,2022,Dalano Banton,/players/b/bantoda01.html,PG,6-9,204,"November 7, 1999",R
3,TOR,2022,Scottie Barnes,/players/b/barnesc01.html,PF,6-9,227,"August 1, 2001",R
4,TOR,2022,Khem Birch,/players/b/birchkh01.html,C,6-9,233,"September 28, 1992",4
5,TOR,2022,Isaac Bonga,/players/b/bongais01.html,SF,6-8,180,"November 8, 1999",3
6,TOR,2022,Chris Boucher,/players/b/bouchch01.html,SF,6-9,200,"January 11, 1993",4
7,TOR,2022,Armoni Brooks,/players/b/brookar01.html,PG,6-3,195,"June 5, 1998",1
8,TOR,2022,Justin Champagnie,/players/c/champju01.html,SF,6-6,200,"June 29, 2001",R
9,TOR,2022,Sam Dekker,/players/d/dekkesa01.html,PF,6-9,230,"May 6, 1994",4
10,TOR,2022,Goran Dragić,/players/d/dragigo01.html,PG,6-3,190,"May 6, 1986",13
11,TOR,2022,Malachi Flynn,/players/f/flynnma01.html,PG,6-1,175,"May 10, 1998",1
12,TOR,2022,David Johnson,/players/j/johnsda08.html,SG,6-5,210,"February 26, 2001",R
13,TOR,2022,Juwan Morgan,/players/m/morgaju01.html,PF,6-7,232,"April 17, 1997",2
14,TOR,2022,Svi Mykhailiuk,/players/m/mykhasv01.html,SF,6-7,205,"June 10, 1997",3
15,TOR,2022,Daniel Oturu,/players/o/oturuda01.html,C,6-8,240,"September 20, 1999",1
16,TOR,2022,Pascal Siakam,/players/s/siakapa01.html,PF,6-9,230,"April 2, 1994",5
17,TOR,2022,Gary Trent Jr.,/players/t/trentga02.html,SG,6-5,209,"January 18, 1999",3
18,TOR,2022,Fred VanVleet,/players/v/vanvlfr01.html,PG,6-1,197,"February 25, 1994",5
19,TOR,2022,Yuta Watanabe,/players/w/watanyu01.html,SF,6-9,215,"October 13, 1994",3
20,TOR,2022,Tremont Waters,/players/w/watertr01.html,PG,5-10,175,"January 10, 1998",2
21,TOR,2022,D.J. Wilson,/players/w/wilsodj01.html,PF,6-10,231,"February 19, 1996",4
22,TOR,2022,Thaddeus Young,/players/y/youngth01.html,PF,6-8,235,"June 21, 1988",14
0,UTA,2022,Nickeil Alexander-Walker,/players/a/alexani01.html,SG,6-6,205,"September 2, 1998",2
1,UTA,2022,Udoka Azubuike,/players/a/azubuud01.html,C,6-10,280,"September 17, 1999",1
2,UTA,2022,Bojan Bogdanović,/players/b/bogdabo02.html,PF,6-7,226,"April 18, 1989",7
3,UTA,2022,Jared Butler,/players/b/butleja02.html,SG,6-3,195,"August 25, 2000",R
4,UTA,2022,Zylan Cheatham,/players/c/cheatzy01.html,SF,6-5,220,"November 17, 1995",1
5,UTA,2022,Jordan Clarkson,/players/c/clarkjo01.html,SG,6-4,194,"June 7, 1992",7
6,UTA,2022,Mike Conley,/players/c/conlemi01.html,PG,6-1,175,"October 11, 1987",14
7,UTA,2022,Malik Fitts,/players/f/fittsma01.html,PF,6-8,230,"July 4, 1997",1
8,UTA,2022,Trent Forrest,/players/f/forretr01.html,PG,6-4,210,"June 12, 1998",1
9,UTA,2022,Rudy Gay,/players/g/gayru01.html,PF,6-8,250,"August 17, 1986",15
10,UTA,2022,Rudy Gobert,/players/g/goberru01.html,C,7-1,258,"June 26, 1992",8
11,UTA,2022,Juancho Hernangómez,/players/h/hernaju01.html,PF,6-9,214,"September 28, 1995",5
12,UTA,2022,Danuel House Jr.,/players/h/houseda01.html,SF,6-6,220,"June 7, 1993",5
13,UTA,2022,Elijah Hughes,/players/h/hugheel01.html,SF,6-5,215,"March 10, 1998",1
14,UTA,2022,Joe Ingles,/players/i/inglejo01.html,SF,6-8,220,"October 2, 1987",7
15,UTA,2022,Donovan Mitchell,/players/m/mitchdo01.html,SG,6-1,215,"September 7, 1996",4
16,UTA,2022,Greg Monroe,/players/m/monrogr01.html,C,6-11,265,"June 4, 1990",9
17,UTA,2022,Royce O'Neale,/players/o/onealro01.html,SF,6-4,226,"June 5, 1993",4
18,UTA,2022,Miye Oni,/players/o/onimi01.html,SG,6-5,206,"August 4, 1997",2
19,UTA,2022,Eric Paschall,/players/p/pascher01.html,PF,6-6,255,"November 4, 1996",2
20,UTA,2022,Norvel Pelle,/players/p/pelleno01.html,C,6-10,231,"February 3, 1993",2
21,UTA,2022,Xavier Sneed,/players/s/sneedxa01.html,SF,6-5,215,"December 21, 1997",R
22,UTA,2022,Denzel Valentine,/players/v/valende01.html,SG,6-4,220,"November 16, 1993",4
23,UTA,2022,Hassan Whiteside,/players/w/whiteha01.html,C,7-0,265,"June 13, 1989",9
0,WAS,2022,Deni Avdija,/players/a/avdijde01.html,SF,6-9,210,"January 3, 2001",1
1,WAS,2022,Joel Ayayi,/players/a/ayayijo01.html,SG,6-5,180,"March 5, 2000",R
2,WAS,2022,Bradley Beal,/players/b/bealbr01.html,SG,6-4,207,"June 28, 1993",9
3,WAS,2022,Dāvis Bertāns,/players/b/bertada01.html,PF,6-10,225,"November 12, 1992",5
4,WAS,2022,Thomas Bryant,/players/b/bryanth01.html,C,6-10,248,"July 31, 1997",4
5,WAS,2022,Kentavious Caldwell-Pope,/players/c/caldwke01.html,SG,6-5,204,"February 18, 1993",8
6,WAS,2022,Vernon Carey Jr.,/players/c/careyve01.html,C,6-9,270,"February 25, 2001",1
7,WAS,2022,Spencer Dinwiddie,/players/d/dinwisp01.html,PG,6-5,215,"April 6, 1993",7
8,WAS,2022,Jaime Echenique,/players/e/echenja01.html,C,6-11,258,"April 27, 1997",R
9,WAS,2022,Daniel Gafford,/players/g/gaffoda01.html,C,6-10,234,"October 1, 1998",2
10,WAS,2022,Anthony Gill,/players/g/gillan01.html,PF,6-7,230,"October 17, 1992",1
11,WAS,2022,Jordan Goodwin,/players/g/goodwjo01.html,SG,6-3,200,"October 23, 1998",R
12,WAS,2022,Rui Hachimura,/players/h/hachiru01.html,PF,6-8,230,"February 8, 1998",2
13,WAS,2022,Montrezl Harrell,/players/h/harremo01.html,C,6-7,240,"January 26, 1994",6
14,WAS,2022,Aaron Holiday,/players/h/holidaa01.html,PG,6-0,185,"September 30, 1996",3
15,WAS,2022,Alize Johnson,/players/j/johnsal02.html,PF,6-7,212,"April 22, 1996",3
16,WAS,2022,Corey Kispert,/players/k/kispeco01.html,SF,6-7,220,"March 3, 1999",R
17,WAS,2022,Kyle Kuzma,/players/k/kuzmaky01.html,PF,6-9,221,"July 24, 1995",4
18,WAS,2022,Greg Monroe,/players/m/monrogr01.html,C,6-11,265,"June 4, 1990",9
19,WAS,2022,Raul Neto,/players/n/netora01.html,PG,6-1,180,"May 19, 1992",6
20,WAS,2022,Kristaps Porziņģis,/players/p/porzikr01.html,PF,7-3,240,"August 2, 1995",5
21,WAS,2022,Tomáš Satoranský,/players/s/satorto01.html,PG,6-7,210,"October 30, 1991",5
22,WAS,2022,Jordan Schakel,/players/s/schakjo01.html,SG,6-6,200,"June 13, 1998",R
23,WAS,2022,Ish Smith,/players/s/smithis01.html,PG,6-0,175,"July 5, 1988",11
24,WAS,2022,Craig Sword,/players/s/swordcr01.html,SG,6-3,196,"January 16, 1994",R
25,WAS,2022,Isaiah Todd,/players/t/toddis01.html,PF,6-10,220,"October 17, 2001",R
26,WAS,2022,Brad Wanamaker,/players/w/wanambr01.html,PG,6-3,210,"July 25, 1989",3
27,WAS,2022,Tremont Waters,/players/w/watertr01.html,PG,5-10,175,"January 10, 1998",2
28,WAS,2022,Cassius Winston,/players/w/winstca01.html,PG,6-1,185,"February 28, 1998",1
0,ATL,2023,Saddiq Bey,/players/b/beysa01.html,SF,6-7,215,"April 9, 1999",2
1,ATL,2023,Bogdan Bogdanović,/players/b/bogdabo01.html,SG,6-6,220,"August 18, 1992",5
2,ATL,2023,Clint Capela,/players/c/capelca01.html,C,6-10,240,"May 18, 1994",8
3,ATL,2023,John Collins,/players/c/collijo01.html,PF,6-9,235,"September 23, 1997",5
4,ATL,2023,Jarrett Culver,/players/c/culveja01.html,SF,6-6,195,"February 20, 1999",3
5,ATL,2023,Bruno Fernando,/players/f/fernabr01.html,C,6-9,240,"August 15, 1998",3
6,ATL,2023,Trent Forrest,/players/f/forretr01.html,SG,6-4,210,"June 12, 1998",2
7,ATL,2023,AJ Griffin,/players/g/griffaj01.html,SF,6-6,222,"August 25, 2003",R
8,ATL,2023,Aaron Holiday,/players/h/holidaa01.html,PG,6-0,185,"September 30, 1996",4
9,ATL,2023,Justin Holiday,/players/h/holidju01.html,SF,6-6,180,"April 5, 1989",9
10,ATL,2023,De'Andre Hunter,/players/h/huntede01.html,SF,6-8,225,"December 2, 1997",3
11,ATL,2023,Jalen Johnson,/players/j/johnsja05.html,SF,6-9,220,"December 18, 2001",1
12,ATL,2023,Frank Kaminsky,/players/k/kaminfr01.html,C,7-0,240,"April 4, 1993",7
13,ATL,2023,Vit Krejci,/players/k/krejcvi01.html,PG,6-8,195,"June 19, 2000",1
14,ATL,2023,Tyrese Martin,/players/m/martity01.html,SG,6-6,215,"March 7, 1999",R
15,ATL,2023,Garrison Mathews,/players/m/mathega01.html,SG,6-5,215,"October 24, 1996",3
16,ATL,2023,Dejounte Murray,/players/m/murrade01.html,SG,6-4,180,"September 19, 1996",5
17,ATL,2023,Onyeka Okongwu,/players/o/okongon01.html,C,6-8,235,"December 11, 2000",2
18,ATL,2023,Donovan Williams,/players/w/willido02.html,SG,6-6,190,"September 6, 2001",R
19,ATL,2023,Trae Young,/players/y/youngtr01.html,PG,6-1,164,"September 19, 1998",4
0,BOS,2023,Malcolm Brogdon,/players/b/brogdma01.html,PG,6-5,229,"December 11, 1992",6
1,BOS,2023,Jaylen Brown,/players/b/brownja02.html,SF,6-6,223,"October 24, 1996",6
2,BOS,2023,Justin Champagnie,/players/c/champju01.html,SF,6-6,200,"June 29, 2001",1
3,BOS,2023,JD Davison,/players/d/davisjd01.html,SG,6-3,195,"October 3, 2002",R
4,BOS,2023,Blake Griffin,/players/g/griffbl01.html,C,6-9,250,"March 16, 1989",12
5,BOS,2023,Sam Hauser,/players/h/hausesa01.html,SF,6-8,215,"December 8, 1997",1
6,BOS,2023,Al Horford,/players/h/horfoal01.html,C,6-9,240,"June 3, 1986",15
7,BOS,2023,Justin Jackson,/players/j/jacksju01.html,SF,6-8,220,"March 28, 1995",5
8,BOS,2023,Mfiondu Kabengele,/players/k/kabenmf01.html,PF,6-9,250,"August 14, 1997",2
9,BOS,2023,Luke Kornet,/players/k/kornelu01.html,C,7-2,250,"July 15, 1995",5
10,BOS,2023,Mike Muscala,/players/m/muscami01.html,C,6-10,240,"July 1, 1991",9
11,BOS,2023,Payton Pritchard,/players/p/pritcpa01.html,PG,6-1,195,"January 28, 1998",2
12,BOS,2023,Marcus Smart,/players/s/smartma01.html,PG,6-3,220,"March 6, 1994",8
13,BOS,2023,Jayson Tatum,/players/t/tatumja01.html,SF,6-8,210,"March 3, 1998",5
14,BOS,2023,Noah Vonleh,/players/v/vonleno01.html,C,6-10,257,"August 24, 1995",7
15,BOS,2023,Derrick White,/players/w/whitede01.html,SG,6-4,190,"July 2, 1994",5
16,BOS,2023,Grant Williams,/players/w/willigr01.html,PF,6-6,236,"November 30, 1998",3
17,BOS,2023,Robert Williams,/players/w/williro04.html,C,6-9,237,"October 17, 1997",4
0,BRK,2023,Mikal Bridges,/players/b/bridgmi01.html,SG,6-6,209,"August 30, 1996",4
1,BRK,2023,Moses Brown,/players/b/brownmo01.html,C,7-2,245,"October 13, 1999",3
2,BRK,2023,Nic Claxton,/players/c/claxtni01.html,C,6-11,215,"April 17, 1999",3
3,BRK,2023,Seth Curry,/players/c/curryse01.html,SG,6-2,185,"August 23, 1990",8
4,BRK,2023,Spencer Dinwiddie,/players/d/dinwisp01.html,PG,6-5,215,"April 6, 1993",8
5,BRK,2023,David Duke Jr.,/players/d/dukeda01.html,SG,6-5,205,"October 13, 1999",1
6,BRK,2023,Kevin Durant,/players/d/duranke01.html,PF,6-10,240,"September 29, 1988",14
7,BRK,2023,Kessler Edwards,/players/e/edwarke02.html,SF,6-8,215,"August 9, 2000",1
8,BRK,2023,Dorian Finney-Smith,/players/f/finnedo01.html,PF,6-7,220,"May 4, 1993",6
9,BRK,2023,RaiQuan Gray,/players/g/grayra01.html,PF,6-8,260,"July 7, 1999",R
10,BRK,2023,Joe Harris,/players/h/harrijo01.html,SF,6-6,220,"September 6, 1991",8
11,BRK,2023,Kyrie Irving,/players/i/irvinky01.html,PG,6-2,195,"March 23, 1992",11
12,BRK,2023,Cameron Johnson,/players/j/johnsca02.html,PF,6-8,210,"March 3, 1996",3
13,BRK,2023,Patty Mills,/players/m/millspa02.html,PG,6-1,180,"August 11, 1988",13
14,BRK,2023,Markieff Morris,/players/m/morrima02.html,PF,6-9,245,"September 2, 1989",11
15,BRK,2023,Nerlens Noel,/players/n/noelne01.html,C,6-11,220,"April 10, 1994",8
16,BRK,2023,Royce O'Neale,/players/o/onealro01.html,SF,6-4,226,"June 5, 1993",5
17,BRK,2023,Day'Ron Sharpe,/players/s/sharpda01.html,C,6-11,265,"November 6, 2001",1
18,BRK,2023,Ben Simmons,/players/s/simmobe01.html,PG,6-10,240,"July 20, 1996",4
19,BRK,2023,Dru Smith,/players/s/smithdr01.html,SG,6-3,203,"December 30, 1997",R
20,BRK,2023,Edmond Sumner,/players/s/sumneed01.html,SG,6-4,196,"December 31, 1995",4
21,BRK,2023,Cam Thomas,/players/t/thomaca02.html,SG,6-4,210,"October 13, 2001",1
22,BRK,2023,T.J. Warren,/players/w/warretj01.html,PF,6-8,220,"September 5, 1993",7
23,BRK,2023,Yuta Watanabe,/players/w/watanyu01.html,SF,6-9,215,"October 13, 1994",4
24,BRK,2023,Alondes Williams,/players/w/willial06.html,SG,6-5,210,"June 19, 1999",R
0,CHI,2023,Patrick Beverley,/players/b/beverpa01.html,PG,6-1,180,"July 12, 1988",10
1,CHI,2023,Tony Bradley,/players/b/bradlto01.html,C,6-10,248,"January 8, 1998",5
2,CHI,2023,Alex Caruso,/players/c/carusal01.html,PG,6-4,186,"February 28, 1994",5
3,CHI,2023,DeMar DeRozan,/players/d/derozde01.html,SF,6-6,220,"August 7, 1989",13
4,CHI,2023,Ayo Dosunmu,/players/d/dosunay01.html,SG,6-5,200,"January 17, 2000",1
5,CHI,2023,Goran Dragić,/players/d/dragigo01.html,PG,6-3,190,"May 6, 1986",14
6,CHI,2023,Andre Drummond,/players/d/drumman01.html,C,6-10,279,"August 10, 1993",10
7,CHI,2023,Javonte Green,/players/g/greenja02.html,SF,6-4,205,"July 23, 1993",3
8,CHI,2023,Malcolm Hill,/players/h/hillma01.html,SF,6-6,220,"October 26, 1995",1
9,CHI,2023,Carlik Jones,/players/j/jonesca03.html,PG,6-1,185,"December 23, 1997",1
10,CHI,2023,Derrick Jones Jr.,/players/j/jonesde02.html,PF,6-5,210,"February 15, 1997",6
11,CHI,2023,Zach LaVine,/players/l/lavinza01.html,SG,6-5,200,"March 10, 1995",8
12,CHI,2023,Marko Simonovic,/players/s/simonma01.html,C,6-11,216,"October 15, 1999",1
13,CHI,2023,Terry Taylor,/players/t/taylote01.html,PF,6-5,230,"September 23, 1999",1
14,CHI,2023,Dalen Terry,/players/t/terryda01.html,SG,6-7,195,"July 12, 2002",R
15,CHI,2023,Nikola Vučević,/players/v/vucevni01.html,C,6-10,260,"October 24, 1990",11
16,CHI,2023,Coby White,/players/w/whiteco01.html,SG,6-5,195,"February 16, 2000",3
17,CHI,2023,Patrick Williams,/players/w/willipa01.html,PF,6-7,215,"August 26, 2001",2
0,CHO,2023,LaMelo Ball,/players/b/ballla01.html,PG,6-7,180,"August 22, 2001",2
1,CHO,2023,James Bouknight,/players/b/bouknja01.html,SG,6-5,190,"September 18, 2000",1
2,CHO,2023,Gordon Hayward,/players/h/haywago01.html,SF,6-7,225,"March 23, 1990",12
3,CHO,2023,Kai Jones,/players/j/joneska01.html,C,6-11,218,"January 19, 2001",1
4,CHO,2023,Théo Maledon,/players/m/maledth01.html,PG,6-4,175,"June 12, 2001",2
5,CHO,2023,Cody Martin,/players/m/martico01.html,SF,6-5,205,"September 28, 1995",3
6,CHO,2023,Jalen McDaniels,/players/m/mcdanja01.html,SF,6-9,205,"January 31, 1998",3
7,CHO,2023,Bryce McGowens,/players/m/mcgowbr01.html,SG,6-7,179,"November 8, 2002",R
8,CHO,2023,Svi Mykhailiuk,/players/m/mykhasv01.html,SF,6-7,205,"June 10, 1997",4
9,CHO,2023,Kelly Oubre Jr.,/players/o/oubreke01.html,SF,6-7,203,"December 9, 1995",7
10,CHO,2023,Mason Plumlee,/players/p/plumlma01.html,C,6-11,254,"March 5, 1990",9
11,CHO,2023,Nick Richards,/players/r/richani01.html,C,7-0,245,"November 29, 1997",2
12,CHO,2023,Terry Rozier,/players/r/roziete01.html,SG,6-1,190,"March 17, 1994",7
13,CHO,2023,Kobi Simmons,/players/s/simmoko01.html,SG,6-5,166,"July 4, 1997",2
14,CHO,2023,Dennis Smith Jr.,/players/s/smithde03.html,PG,6-2,205,"November 25, 1997",5
15,CHO,2023,Xavier Sneed,/players/s/sneedxa01.html,SF,6-5,215,"December 21, 1997",1
16,CHO,2023,JT Thor,/players/t/thorjt01.html,PF,6-10,205,"August 26, 2002",1
17,CHO,2023,P.J. Washington,/players/w/washipj01.html,PF,6-7,230,"August 23, 1998",3
18,CHO,2023,Mark Williams,/players/w/willima07.html,C,7-1,241,"December 16, 2001",R
0,CLE,2023,Jarrett Allen,/players/a/allenja01.html,C,6-11,243,"April 21, 1998",5
1,CLE,2023,Mamadi Diakite,/players/d/diakima01.html,C,6-9,228,"January 21, 1997",2
2,CLE,2023,Darius Garland,/players/g/garlada01.html,PG,6-1,192,"January 26, 2000",3
3,CLE,2023,Danny Green,/players/g/greenda02.html,SG,6-6,215,"June 22, 1987",13
4,CLE,2023,Caris LeVert,/players/l/leverca01.html,SG,6-6,205,"August 25, 1994",6
5,CLE,2023,Robin Lopez,/players/l/lopezro01.html,C,7-0,281,"April 1, 1988",14
6,CLE,2023,Kevin Love,/players/l/loveke01.html,PF,6-8,251,"September 7, 1988",14
7,CLE,2023,Sam Merrill,/players/m/merrisa01.html,SG,6-4,205,"May 15, 1996",2
8,CLE,2023,Donovan Mitchell,/players/m/mitchdo01.html,SG,6-1,215,"September 7, 1996",5
9,CLE,2023,Evan Mobley,/players/m/mobleev01.html,PF,7-0,215,"June 18, 2001",1
10,CLE,2023,Isaiah Mobley,/players/m/mobleis01.html,PF,6-10,240,"September 24, 1999",R
11,CLE,2023,Raul Neto,/players/n/netora01.html,PG,6-1,180,"May 19, 1992",7
12,CLE,2023,Isaac Okoro,/players/o/okorois01.html,SF,6-5,225,"January 26, 2001",2
13,CLE,2023,Cedi Osman,/players/o/osmande01.html,SF,6-7,230,"April 8, 1995",5
14,CLE,2023,Ricky Rubio,/players/r/rubiori01.html,PG,6-2,190,"October 21, 1990",11
15,CLE,2023,Lamar Stevens,/players/s/stevela01.html,SF,6-6,230,"July 9, 1997",2
16,CLE,2023,Dean Wade,/players/w/wadede01.html,PF,6-9,228,"November 20, 1996",3
17,CLE,2023,Dylan Windler,/players/w/windldy01.html,SF,6-6,196,"September 22, 1996",2
0,DAL,2023,Dāvis Bertāns,/players/b/bertada01.html,PF,6-10,225,"November 12, 1992",6
1,DAL,2023,Reggie Bullock,/players/b/bullore01.html,SF,6-6,205,"March 16, 1991",9
2,DAL,2023,Facundo Campazzo,/players/c/campafa01.html,PG,5-10,195,"March 23, 1991",2
3,DAL,2023,Spencer Dinwiddie,/players/d/dinwisp01.html,SG,6-5,215,"April 6, 1993",8
4,DAL,2023,Luka Dončić,/players/d/doncilu01.html,PG,6-7,230,"February 28, 1999",4
5,DAL,2023,Tyler Dorsey,/players/d/dorsety01.html,SF,6-5,183,"February 18, 1996",2
6,DAL,2023,Dorian Finney-Smith,/players/f/finnedo01.html,PF,6-7,220,"May 4, 1993",6
7,DAL,2023,Josh Green,/players/g/greenjo02.html,SG,6-5,200,"November 16, 2000",2
8,DAL,2023,Tim Hardaway Jr.,/players/h/hardati02.html,SF,6-5,205,"March 16, 1992",9
9,DAL,2023,Jaden Hardy,/players/h/hardyja02.html,SG,6-4,198,"July 5, 2002",R
10,DAL,2023,Justin Holiday,/players/h/holidju01.html,SF,6-6,180,"April 5, 1989",9
11,DAL,2023,Kyrie Irving,/players/i/irvinky01.html,SG,6-2,195,"March 23, 1992",11
12,DAL,2023,Maxi Kleber,/players/k/klebima01.html,PF,6-10,240,"January 29, 1992",5
13,DAL,2023,A.J. Lawson,/players/l/lawsoaj01.html,SG,6-6,179,"July 15, 2000",R
14,DAL,2023,JaVale McGee,/players/m/mcgeeja01.html,C,7-0,270,"January 19, 1988",14
15,DAL,2023,Markieff Morris,/players/m/morrima02.html,PF,6-9,245,"September 2, 1989",11
16,DAL,2023,Frank Ntilikina,/players/n/ntilila01.html,SG,6-4,200,"July 28, 1998",5
17,DAL,2023,Theo Pinson,/players/p/pinsoth01.html,SG,6-5,212,"November 5, 1995",4
18,DAL,2023,Dwight Powell,/players/p/poweldw01.html,C,6-10,240,"July 20, 1991",8
19,DAL,2023,Chris Silva,/players/s/silvach01.html,PF,6-8,234,"September 19, 1996",3
20,DAL,2023,Kemba Walker,/players/w/walkeke02.html,PG,6-0,184,"May 8, 1990",11
21,DAL,2023,Christian Wood,/players/w/woodch01.html,C,6-10,214,"September 27, 1995",6
22,DAL,2023,McKinley Wright IV,/players/w/wrighmc01.html,PG,6-0,196,"October 25, 1998",1
0,DEN,2023,Christian Braun,/players/b/braunch01.html,SG,6-7,218,"April 17, 2001",R
1,DEN,2023,Bruce Brown,/players/b/brownbr01.html,SF,6-4,202,"August 15, 1996",4
2,DEN,2023,Thomas Bryant,/players/b/bryanth01.html,C,6-10,248,"July 31, 1997",5
3,DEN,2023,Kentavious Caldwell-Pope,/players/c/caldwke01.html,SG,6-5,204,"February 18, 1993",9
4,DEN,2023,Vlatko Čančar,/players/c/cancavl01.html,PF,6-8,236,"April 10, 1997",3
5,DEN,2023,Aaron Gordon,/players/g/gordoaa01.html,PF,6-8,235,"September 16, 1995",8
6,DEN,2023,Jeff Green,/players/g/greenje02.html,PF,6-8,235,"August 28, 1986",14
7,DEN,2023,Bones Hyland,/players/h/hylanbo01.html,PG,6-3,173,"September 14, 2000",1
8,DEN,2023,Reggie Jackson,/players/j/jacksre01.html,PG,6-2,208,"April 16, 1990",11
9,DEN,2023,Nikola Jokić,/players/j/jokicni01.html,C,6-11,284,"February 19, 1995",7
10,DEN,2023,DeAndre Jordan,/players/j/jordade01.html,C,6-11,265,"July 21, 1988",14
11,DEN,2023,Jamal Murray,/players/m/murraja01.html,PG,6-4,215,"February 23, 1997",5
12,DEN,2023,Zeke Nnaji,/players/n/nnajize01.html,PF,6-9,240,"January 9, 2001",2
13,DEN,2023,Michael Porter Jr.,/players/p/portemi01.html,SF,6-10,218,"June 29, 1998",3
14,DEN,2023,Davon Reed,/players/r/reedda01.html,SG,6-5,208,"June 11, 1995",3
15,DEN,2023,Ish Smith,/players/s/smithis01.html,PG,6-0,175,"July 5, 1988",12
16,DEN,2023,Peyton Watson,/players/w/watsope01.html,SG,6-8,200,"September 11, 2002",R
17,DEN,2023,Jack White,/players/w/whiteja03.html,SF,6-7,225,"August 5, 1997",R
0,DET,2023,Marvin Bagley III,/players/b/baglema01.html,C,6-11,235,"March 14, 1999",4
1,DET,2023,Saddiq Bey,/players/b/beysa01.html,SF,6-7,215,"April 9, 1999",2
2,DET,2023,Buddy Boeheim,/players/b/boehebu01.html,SF,6-6,205,"November 11, 1999",R
3,DET,2023,Bojan Bogdanović,/players/b/bogdabo02.html,PF,6-7,226,"April 18, 1989",8
